YEAR,MONTH,Date,Transfer Station,COMMODITY,TONS,TRIPS,SECTOR
2024,9,09/10/2024,South Transfer Station,Organics,4.935505,5,Residential
2024,9,09/11/2024,South Transfer Station,Recycling,282.404621,94,Residential
2024,9,09/12/2024,South Transfer Station,Recycling,269.0453,87,Residential
2024,9,09/13/2024,South Transfer Station,Garbage,415.849407,85,Residential
2024,9,09/14/2024,South Transfer Station,Organics,0.26,1,Residential
2024,9,09/18/2024,South Transfer Station,Garbage,402.283326,97,Residential
2024,9,09/18/2024,South Transfer Station,Organics,12.259963,6,Residential
2024,9,09/19/2024,South Transfer Station,Organics,6.432167,4,Residential
2024,9,09/19/2024,South Transfer Station,Organics,250.315064,50,Residential
2024,9,09/20/2024,North Transfer Station,Organics,9.83,2,Residential
2024,9,09/22/2024,South Transfer Station,Organics,8.392676,4,Residential
2024,9,09/27/2024,North Transfer Station,Garbage,73.829013,29,Residential
2024,9,09/27/2024,South Transfer Station,Recycling,247.808192,82,Residential
2024,10,10/01/2024,South Transfer Station,Garbage,412.428268,89,Residential
2024,10,10/01/2024,South Transfer Station,Organics,274.395204,47,Residential
2024,10,10/04/2024,South Transfer Station,Recycling,253.385159,81,Residential
2024,10,10/04/2024,South Transfer Station,Organics,5.179334,5,Residential
2024,10,10/12/2024,South Transfer Station,Recycling,6.177404,5,Residential
2024,10,10/14/2024,South Transfer Station,Recycling,310.650886,96,Residential
2024,10,10/20/2024,South Transfer Station,Recycling,0.140608,1,Residential
2024,10,10/20/2024,South Transfer Station,Recycling,3.04,1,Residential
2024,10,10/23/2024,South Transfer Station,Organics,26.503501,9,Residential
2024,10,10/25/2024,South Transfer Station,Garbage,370.526496,82,Residential
2024,10,10/27/2024,South Transfer Station,Organics,4.1356,1,Residential
2024,10,10/29/2024,North Transfer Station,Organics,42.56,7,Residential
2024,10,10/31/2024,North Transfer Station,Garbage,73.998369,24,Residential
2024,11,11/02/2024,South Transfer Station,Garbage,36.923985,20,Residential
2024,11,11/03/2024,South Transfer Station,Organics,6.033803,3,Residential
2024,11,11/04/2024,North Transfer Station,Garbage,136.336122,31,Residential
2024,11,11/04/2024,South Transfer Station,Organics,8.875598,8,Residential
2024,11,11/05/2024,North Transfer Station,Garbage,132.951475,37,Residential
2024,11,11/08/2024,North Transfer Station,Organics,135.22,16,Residential
2024,11,11/09/2024,South Transfer Station,Garbage,17.134264,18,Residential
2024,11,11/09/2024,South Transfer Station,Organics,7.248421,4,Residential
2024,11,11/13/2024,South Transfer Station,Garbage,394.451234,89,Residential
2024,11,11/16/2024,South Transfer Station,Recycling,15.258652,5,Residential
2024,11,11/17/2024,South Transfer Station,Recycling,0.145379,1,Residential
2024,11,11/17/2024,South Transfer Station,Organics,6.07492,3,Residential
2024,11,11/18/2024,South Transfer Station,Organics,6.825703,7,Residential
2009,5,05/04/2009,South Transfer Station,Garbage,286.705456,51,Residential
2009,5,05/04/2009,North Transfer Station,Organics,181.21,26,Residential
2009,5,05/04/2009,South Transfer Station,Organics,90.35,13,Residential
2009,5,05/06/2009,South Transfer Station,Garbage,101.380417,21,Residential
2009,5,05/06/2009,South Transfer Station,Recycling,1.32,1,Residential
2009,5,05/06/2009,South Transfer Station,Organics,53.6,9,Residential
2009,5,05/07/2009,South Transfer Station,Organics,160.01,29,Residential
2009,5,05/08/2009,South Transfer Station,Garbage,173.039528,30,Residential
2009,5,05/08/2009,South Transfer Station,Recycling,1.79,1,Residential
2009,5,05/08/2009,South Transfer Station,Organics,157.7,26,Residential
2009,5,05/11/2009,South Transfer Station,Organics,79.33,12,Residential
2009,5,05/11/2009,South Transfer Station,Organics,222.81,36,Residential
2009,5,05/12/2009,South Transfer Station,Garbage,21.929528,5,Residential
2009,5,05/13/2009,North Transfer Station,Garbage,93.045609,20,Residential
2009,5,05/15/2009,South Transfer Station,Garbage,267.070797,48,Residential
2009,5,05/15/2009,South Transfer Station,Recycling,0.64,1,Residential
2009,5,05/18/2009,North Transfer Station,Garbage,58.928092,25,Residential
2009,5,05/21/2009,South Transfer Station,Garbage,286.415684,53,Residential
2009,5,05/22/2009,North Transfer Station,Garbage,78.559485,17,Residential
2009,5,05/22/2009,South Transfer Station,Organics,208.498016,34,Residential
2009,5,05/25/2009,South Transfer Station,Garbage,45.455206,10,Residential
2009,5,05/26/2009,South Transfer Station,Organics,70.35,10,Residential
2009,5,05/26/2009,South Transfer Station,Organics,1.28,1,Residential
2009,5,05/29/2009,North Transfer Station,Garbage,52.898325,24,Residential
2009,5,05/29/2009,South Transfer Station,Organics,205.228166,34,Residential
2009,5,05/31/2009,South Transfer Station,Garbage,0.50976,6,Residential
2009,5,05/31/2009,South Transfer Station,Garbage,0.328704,2,Residential
2009,6,06/01/2009,South Transfer Station,Organics,112.4,14,Residential
2009,6,06/02/2009,South Transfer Station,Garbage,27.032681,10,Residential
2009,6,06/02/2009,South Transfer Station,Organics,59.01,12,Residential
2009,6,06/02/2009,South Transfer Station,Organics,230.27,35,Residential
2009,6,06/02/2009,South Transfer Station,Organics,0.62,1,Residential
2009,6,06/03/2009,North Transfer Station,Garbage,25.126256,26,Residential
2009,6,06/03/2009,North Transfer Station,Organics,178.57,23,Residential
2009,6,06/04/2009,South Transfer Station,Garbage,287.16407,54,Residential
2009,6,06/04/2009,North Transfer Station,Organics,181.56,25,Residential
2009,6,06/04/2009,South Transfer Station,Organics,67.52,10,Residential
2009,6,06/05/2009,South Transfer Station,Garbage,305.7985,50,Residential
2009,6,06/05/2009,South Transfer Station,Recycling,275.316374,63,Residential
2009,6,06/06/2009,South Transfer Station,Garbage,7.631168,5,Residential
2009,6,06/07/2009,South Transfer Station,Recycling,4.6155,2,Residential
2009,6,06/08/2009,South Transfer Station,Garbage,26.189676,6,Residential
2009,6,06/10/2009,North Transfer Station,Organics,171.43,24,Residential
2009,6,06/12/2009,North Transfer Station,Garbage,63.966827,27,Residential
2009,6,06/13/2009,North Transfer Station,Garbage,5.100011,6,Residential
2009,6,06/14/2009,South Transfer Station,Garbage,0.014469,1,Residential
2009,6,06/16/2009,North Transfer Station,Garbage,57.506664,16,Residential
2009,6,06/17/2009,South Transfer Station,Organics,67.93,11,Residential
2009,6,06/18/2009,South Transfer Station,Organics,40.96,7,Residential
2009,6,06/21/2009,South Transfer Station,Garbage,0.488709,2,Residential
2009,6,06/23/2009,North Transfer Station,Garbage,106.03483,26,Residential
2009,6,06/23/2009,South Transfer Station,Garbage,268.866178,46,Residential
2009,6,06/23/2009,South Transfer Station,Garbage,27.784007,8,Residential
2009,6,06/26/2009,South Transfer Station,Garbage,293.77047,81,Residential
2009,6,06/30/2009,South Transfer Station,Garbage,22.590674,5,Residential
2009,6,06/30/2009,South Transfer Station,Recycling,318.038124,65,Residential
2009,7,07/04/2009,South Transfer Station,Garbage,5.280526,4,Residential
2009,7,07/05/2009,South Transfer Station,Garbage,0.428846,1,Residential
2009,7,07/07/2009,South Transfer Station,Recycling,306.942722,68,Residential
2009,7,07/08/2009,South Transfer Station,Garbage,38.341404,11,Residential
2009,7,07/08/2009,South Transfer Station,Recycling,308.65591,70,Residential
2009,7,07/09/2009,South Transfer Station,Garbage,186.485115,39,Residential
2009,7,07/10/2009,South Transfer Station,Organics,135.08538,24,Residential
2009,7,07/11/2009,North Transfer Station,Garbage,4.996853,5,Residential
2009,7,07/11/2009,South Transfer Station,Garbage,4.153755,4,Residential
2009,7,07/12/2009,South Transfer Station,Garbage,0.167811,3,Residential
2009,7,07/12/2009,South Transfer Station,Garbage,0.715696,2,Residential
2009,7,07/12/2009,South Transfer Station,Recycling,0.71568,1,Residential
2009,7,07/15/2009,North Transfer Station,Garbage,52.366361,32,Residential
2009,7,07/15/2009,South Transfer Station,Garbage,0.66,1,Residential
2009,7,07/15/2009,South Transfer Station,Organics,135.653385,28,Residential
2009,7,07/17/2009,South Transfer Station,Garbage,15.037936,5,Residential
2009,7,07/18/2009,South Transfer Station,Garbage,6.706366,5,Residential
2009,7,07/18/2009,South Transfer Station,Recycling,2.169234,1,Residential
2009,7,07/20/2009,South Transfer Station,Recycling,307.446122,67,Residential
2009,7,07/20/2009,South Transfer Station,Organics,48.6,10,Residential
2009,7,07/21/2009,South Transfer Station,Organics,43.12,6,Residential
2009,7,07/23/2009,South Transfer Station,Organics,153.611999,27,Residential
2009,7,07/24/2009,North Transfer Station,Organics,46.15,9,Residential
2009,7,07/24/2009,South Transfer Station,Organics,55.84,9,Residential
2009,7,07/25/2009,South Transfer Station,Garbage,4.694047,3,Residential
2009,7,07/26/2009,North Transfer Station,Garbage,0.132136,4,Residential
2009,7,07/27/2009,North Transfer Station,Garbage,168.991108,31,Residential
2009,7,07/27/2009,South Transfer Station,Garbage,51.313712,7,Residential
2009,7,07/28/2009,South Transfer Station,Garbage,266.986612,47,Residential
2009,7,07/28/2009,South Transfer Station,Organics,50.83,8,Residential
2009,7,07/30/2009,North Transfer Station,Garbage,72.203507,24,Residential
2009,7,07/30/2009,South Transfer Station,Garbage,254.397899,54,Residential
2009,7,07/30/2009,South Transfer Station,Organics,42.65,9,Residential
2009,7,07/31/2009,South Transfer Station,Organics,51.1,10,Residential
2009,8,08/01/2009,South Transfer Station,Organics,0.4675,1,Residential
2009,8,08/03/2009,South Transfer Station,Recycling,316.922678,70,Residential
2009,8,08/03/2009,North Transfer Station,Organics,69.77,15,Residential
2009,8,08/04/2009,South Transfer Station,Recycling,299.333637,65,Residential
2009,8,08/04/2009,South Transfer Station,Organics,63.95,10,Residential
2009,8,08/06/2009,North Transfer Station,Garbage,70.562711,25,Residential
2009,8,08/08/2009,South Transfer Station,Recycling,2.467494,1,Residential
2009,8,08/09/2009,North Transfer Station,Garbage,0,3,Residential
2009,8,08/09/2009,South Transfer Station,Garbage,0.465445,4,Residential
2009,8,08/10/2009,South Transfer Station,Garbage,14.407477,4,Residential
2009,8,08/10/2009,North Transfer Station,Organics,54.79,12,Residential
2009,8,08/11/2009,South Transfer Station,Garbage,10.32,2,Residential
2009,8,08/11/2009,South Transfer Station,Organics,50.54,8,Residential
2009,8,08/13/2009,South Transfer Station,Organics,57.53,10,Residential
2009,8,08/14/2009,North Transfer Station,Organics,54.44,12,Residential
2009,8,08/15/2009,South Transfer Station,Recycling,2.66515,1,Residential
2009,8,08/17/2009,South Transfer Station,Garbage,20.038173,7,Residential
2009,8,08/17/2009,South Transfer Station,Organics,90.99,14,Residential
2009,8,08/18/2009,North Transfer Station,Organics,75.29,12,Residential
2009,8,08/20/2009,North Transfer Station,Organics,59.58,9,Residential
2009,8,08/21/2009,South Transfer Station,Garbage,279.896692,49,Residential
2009,8,08/21/2009,South Transfer Station,Recycling,262.639761,65,Residential
2009,8,08/25/2009,North Transfer Station,Organics,37.74,7,Residential
2009,8,08/27/2009,South Transfer Station,Garbage,17.483311,8,Residential
2009,8,08/27/2009,North Transfer Station,Organics,59.36,9,Residential
2009,8,08/31/2009,North Transfer Station,Organics,83.13,15,Residential
2009,9,09/01/2009,South Transfer Station,Garbage,33.620385,12,Residential
2009,9,09/01/2009,North Transfer Station,Organics,66.78,11,Residential
2009,9,09/04/2009,South Transfer Station,Organics,31.41,6,Residential
2009,9,09/05/2009,South Transfer Station,Garbage,0.549462,2,Residential
2009,9,09/07/2009,South Transfer Station,Garbage,20.467535,8,Residential
2009,9,09/08/2009,South Transfer Station,Recycling,331.919384,75,Residential
2009,9,09/09/2009,South Transfer Station,Organics,63.47,9,Residential
2009,9,09/10/2009,South Transfer Station,Organics,144.522992,26,Residential
2009,9,09/11/2009,South Transfer Station,Garbage,274.673952,43,Residential
2009,9,09/12/2009,South Transfer Station,Garbage,6.989376,8,Residential
2009,9,09/12/2009,South Transfer Station,Recycling,2.561922,1,Residential
2009,9,09/15/2009,South Transfer Station,Garbage,15.716059,8,Residential
2009,9,09/16/2009,South Transfer Station,Recycling,286.961969,68,Residential
2009,9,09/18/2009,South Transfer Station,Recycling,217.911824,51,Residential
2009,9,09/19/2009,North Transfer Station,Garbage,8.076639,7,Residential
2009,9,09/20/2009,South Transfer Station,Garbage,0.467784,3,Residential
2009,9,09/20/2009,South Transfer Station,Organics,0.1349,1,Residential
2009,9,09/21/2009,North Transfer Station,Garbage,140.749114,33,Residential
2009,9,09/21/2009,South Transfer Station,Garbage,23.801513,8,Residential
2009,9,09/21/2009,South Transfer Station,Recycling,336.944623,70,Residential
2009,9,09/22/2009,North Transfer Station,Garbage,124.851882,29,Residential
2009,9,09/22/2009,South Transfer Station,Organics,31.93,7,Residential
2009,9,09/23/2009,North Transfer Station,Organics,110.65,18,Residential
2009,9,09/24/2009,South Transfer Station,Garbage,15.636524,10,Residential
2009,9,09/25/2009,South Transfer Station,Organics,47.09,9,Residential
2009,9,09/29/2009,North Transfer Station,Garbage,152.684503,39,Residential
2009,9,09/29/2009,South Transfer Station,Recycling,295.041497,68,Residential
2009,9,09/29/2009,South Transfer Station,Organics,189.3132,27,Residential
2009,9,09/30/2009,South Transfer Station,Recycling,294.272697,69,Residential
2009,9,09/30/2009,North Transfer Station,Organics,85.34,15,Residential
2009,10,10/01/2009,North Transfer Station,Garbage,99.223239,27,Residential
2009,10,10/01/2009,South Transfer Station,Recycling,277.029832,71,Residential
2009,10,10/02/2009,South Transfer Station,Organics,120.972919,22,Residential
2009,10,10/04/2009,South Transfer Station,Garbage,0.819165,4,Residential
2009,10,10/05/2009,North Transfer Station,Garbage,100.153224,25,Residential
2009,10,10/05/2009,South Transfer Station,Organics,130.55,21,Residential
2009,10,10/06/2009,South Transfer Station,Organics,36.39,5,Residential
2009,10,10/07/2009,South Transfer Station,Recycling,296.39813,75,Residential
2009,10,10/07/2009,South Transfer Station,Organics,45.09,6,Residential
2009,10,10/08/2009,North Transfer Station,Organics,52.03,10,Residential
2009,10,10/09/2009,North Transfer Station,Garbage,155.492097,41,Residential
2009,10,10/09/2009,South Transfer Station,Recycling,266.810036,71,Residential
2009,10,10/11/2009,North Transfer Station,Garbage,0,4,Residential
2009,10,10/12/2009,South Transfer Station,Garbage,250.340935,48,Residential
2009,10,10/12/2009,South Transfer Station,Garbage,10.270176,7,Residential
2009,10,10/12/2009,South Transfer Station,Organics,131.165513,22,Residential
2009,10,10/14/2009,North Transfer Station,Organics,82.43,15,Residential
2009,10,10/15/2009,South Transfer Station,Recycling,276.730634,70,Residential
2009,10,10/16/2009,South Transfer Station,Garbage,287.295613,49,Residential
2009,10,10/16/2009,South Transfer Station,Recycling,282.957349,72,Residential
2009,10,10/19/2009,North Transfer Station,Garbage,170.340016,37,Residential
2009,10,10/22/2009,North Transfer Station,Garbage,93.13353,31,Residential
2009,10,10/22/2009,South Transfer Station,Garbage,273.765188,51,Residential
2009,10,10/24/2009,North Transfer Station,Garbage,3.686857,3,Residential
2009,10,10/26/2009,North Transfer Station,Organics,131.07,19,Residential
2009,10,10/27/2009,South Transfer Station,Recycling,322.926538,70,Residential
2009,10,10/30/2009,South Transfer Station,Garbage,22.289234,10,Residential
2009,10,10/31/2009,North Transfer Station,Garbage,9.387527,8,Residential
2009,10,10/31/2009,South Transfer Station,Recycling,2.658372,2,Residential
2009,10,10/31/2009,South Transfer Station,Organics,0.131252,1,Residential
2009,11,11/01/2009,North Transfer Station,Garbage,0.568406,8,Residential
2009,11,11/02/2009,South Transfer Station,Recycling,3.06,1,Residential
2009,11,11/02/2009,South Transfer Station,Organics,76.98,13,Residential
2009,11,11/07/2009,North Transfer Station,Garbage,8.112621,7,Residential
2009,11,11/07/2009,South Transfer Station,Garbage,1.390296,1,Residential
2009,11,11/09/2009,North Transfer Station,Garbage,145.302989,38,Residential
2009,11,11/09/2009,North Transfer Station,Organics,189.53,26,Residential
2009,11,11/12/2009,South Transfer Station,Recycling,323.450618,71,Residential
2009,11,11/12/2009,North Transfer Station,Organics,177.53,26,Residential
2009,11,11/13/2009,South Transfer Station,Organics,67.68,13,Residential
2009,11,11/15/2009,South Transfer Station,Garbage,0.488226,3,Residential
2009,11,11/16/2009,North Transfer Station,Garbage,168.065383,40,Residential
2009,11,11/16/2009,South Transfer Station,Recycling,360.066107,73,Residential
2009,11,11/16/2009,South Transfer Station,Organics,181.411768,27,Residential
2009,4,04/01/2009,South Transfer Station,Organics,105.92,14,Residential
2009,4,04/02/2009,North Transfer Station,Garbage,49.158663,11,Residential
2009,4,04/02/2009,South Transfer Station,Garbage,127.36854,24,Residential
2009,4,04/04/2009,South Transfer Station,Garbage,11.086565,4,Residential
2009,4,04/04/2009,South Transfer Station,Recycling,2.901792,3,Residential
2009,4,04/06/2009,North Transfer Station,Garbage,95.668334,20,Residential
2009,4,04/07/2009,South Transfer Station,Garbage,270.015341,45,Residential
2009,4,04/07/2009,South Transfer Station,Organics,195.44,30,Residential
2009,4,04/08/2009,South Transfer Station,Organics,62.41,9,Residential
2009,4,04/09/2009,South Transfer Station,Organics,105.96,12,Residential
2009,4,04/10/2009,South Transfer Station,Garbage,232.519712,42,Residential
2009,4,04/11/2009,North Transfer Station,Garbage,0.845733,1,Residential
2009,4,04/12/2009,North Transfer Station,Garbage,0.704889,2,Residential
2009,4,04/14/2009,North Transfer Station,Organics,70.89,12,Residential
2009,4,04/16/2009,North Transfer Station,Garbage,59.534621,15,Residential
2009,4,04/19/2009,South Transfer Station,Garbage,0.521469,6,Residential
2009,4,04/20/2009,North Transfer Station,Garbage,94.011433,20,Residential
2009,4,04/20/2009,North Transfer Station,Organics,159.8,23,Residential
2009,4,04/21/2009,South Transfer Station,Recycling,323.331043,75,Residential
2009,4,04/22/2009,North Transfer Station,Garbage,67.377466,15,Residential
2009,4,04/22/2009,South Transfer Station,Garbage,285.329627,56,Residential
2009,4,04/22/2009,South Transfer Station,Garbage,31.676039,11,Residential
2009,4,04/22/2009,South Transfer Station,Organics,92.59,13,Residential
2009,4,04/23/2009,South Transfer Station,Recycling,290.696567,68,Residential
2009,4,04/24/2009,South Transfer Station,Organics,218.317745,34,Residential
2009,4,04/25/2009,South Transfer Station,Garbage,11.586927,6,Residential
2009,4,04/27/2009,South Transfer Station,Recycling,290.177247,65,Residential
2009,4,04/27/2009,South Transfer Station,Organics,231,35,Residential
2009,4,04/28/2009,South Transfer Station,Organics,64.9,12,Residential
2009,4,04/30/2009,South Transfer Station,Recycling,263.551482,67,Residential
2009,4,04/30/2009,North Transfer Station,Organics,131.46,18,Residential
2009,4,04/30/2009,South Transfer Station,Organics,186.32,36,Residential
2009,5,05/01/2009,South Transfer Station,Organics,76.94,10,Residential
2009,5,05/02/2009,North Transfer Station,Garbage,6.339162,4,Residential
2009,5,05/02/2009,South Transfer Station,Garbage,6.911106,5,Residential
2011,2,02/02/2011,North Transfer Station,Organics,53.8,11,Residential
2011,2,02/02/2011,South Transfer Station,Organics,72.147632,25,Residential
2011,2,02/03/2011,North Transfer Station,Garbage,137.082427,50,Residential
2011,2,02/03/2011,South Transfer Station,Garbage,218.118242,53,Residential
2011,2,02/03/2011,South Transfer Station,Garbage,5.712312,8,Residential
2011,2,02/04/2011,South Transfer Station,Organics,23.84,7,Residential
2011,2,02/06/2011,South Transfer Station,Recycling,2.134593,1,Residential
2011,2,02/07/2011,South Transfer Station,Recycling,324.468721,81,Residential
2011,2,02/08/2011,South Transfer Station,Garbage,235.071874,56,Residential
2011,2,02/08/2011,South Transfer Station,Organics,27.64,8,Residential
2011,2,02/10/2011,North Transfer Station,Garbage,136.991642,52,Residential
2011,2,02/11/2011,North Transfer Station,Garbage,183.540154,55,Residential
2011,2,02/11/2011,South Transfer Station,Organics,32.43,8,Residential
2011,2,02/11/2011,South Transfer Station,Organics,89.220392,26,Residential
2011,2,02/13/2011,South Transfer Station,Recycling,0.56088,1,Residential
2011,2,02/15/2011,South Transfer Station,Organics,123.634236,26,Residential
2011,2,02/19/2011,South Transfer Station,Recycling,2.405352,1,Residential
2011,2,02/20/2011,South Transfer Station,Recycling,2.690172,1,Residential
2011,2,02/20/2011,South Transfer Station,Organics,1.8956,2,Residential
2011,2,02/21/2011,North Transfer Station,Organics,54.55,11,Residential
2011,2,02/23/2011,South Transfer Station,Recycling,275.178584,71,Residential
2011,2,02/23/2011,South Transfer Station,Organics,36.86,7,Residential
2011,2,02/24/2011,South Transfer Station,Recycling,0.082792,1,Residential
2011,2,02/28/2011,South Transfer Station,Garbage,247.770828,58,Residential
2011,2,02/28/2011,South Transfer Station,Recycling,306.89128,79,Residential
2011,2,02/28/2011,South Transfer Station,Organics,57.567585,22,Residential
2011,3,03/01/2011,North Transfer Station,Garbage,135.543624,47,Residential
2011,3,03/01/2011,South Transfer Station,Garbage,7.033944,9,Residential
2011,3,03/04/2011,South Transfer Station,Recycling,0.079422,1,Residential
2011,3,03/05/2011,South Transfer Station,Garbage,0.08154,1,Residential
2011,3,03/05/2011,South Transfer Station,Recycling,1.097712,1,Residential
2011,3,03/07/2011,North Transfer Station,Garbage,162.23029,64,Residential
2011,3,03/07/2011,South Transfer Station,Recycling,0.050358,1,Residential
2011,3,03/07/2011,South Transfer Station,Recycling,317.768978,74,Residential
2011,3,03/08/2011,North Transfer Station,Organics,68.13,12,Residential
2011,3,03/08/2011,South Transfer Station,Organics,122.03992,23,Residential
2011,3,03/10/2011,South Transfer Station,Recycling,0.057436,1,Residential
2011,3,03/11/2011,South Transfer Station,Garbage,249.176765,57,Residential
2011,3,03/11/2011,South Transfer Station,Garbage,5.144162,5,Residential
2011,3,03/12/2011,North Transfer Station,Garbage,1.287741,2,Residential
2011,3,03/12/2011,South Transfer Station,Garbage,5.572391,5,Residential
2011,3,03/15/2011,North Transfer Station,Organics,42.47,11,Residential
2011,3,03/16/2011,South Transfer Station,Garbage,270.7138,58,Residential
2011,3,03/17/2011,South Transfer Station,Garbage,13.143569,12,Residential
2011,3,03/18/2011,South Transfer Station,Organics,99.937309,29,Residential
2011,3,03/21/2011,South Transfer Station,Garbage,229.877241,54,Residential
2011,3,03/21/2011,South Transfer Station,Recycling,337.562005,81,Residential
2011,3,03/25/2011,North Transfer Station,Garbage,178.345615,55,Residential
2011,3,03/28/2011,South Transfer Station,Recycling,0.133672,1,Residential
2011,3,03/29/2011,South Transfer Station,Recycling,312.422386,77,Residential
2011,3,03/30/2011,North Transfer Station,Garbage,148.720853,48,Residential
2011,3,03/30/2011,South Transfer Station,Organics,117.79624,27,Residential
2011,4,04/01/2011,South Transfer Station,Recycling,280.152089,69,Residential
2011,4,04/01/2011,South Transfer Station,Organics,29.61,6,Residential
2011,4,04/02/2011,South Transfer Station,Recycling,1.213936,1,Residential
2011,4,04/03/2011,South Transfer Station,Garbage,4.34919,6,Residential
2011,4,04/04/2011,North Transfer Station,Organics,103.24,18,Residential
2011,4,04/07/2011,South Transfer Station,Recycling,303.647525,79,Residential
2011,4,04/08/2011,South Transfer Station,Recycling,0.051045,1,Residential
2011,4,04/12/2011,North Transfer Station,Garbage,184.191681,59,Residential
2011,4,04/12/2011,South Transfer Station,Garbage,237.118987,55,Residential
2011,4,04/13/2011,North Transfer Station,Garbage,148.580767,51,Residential
2011,4,04/14/2011,South Transfer Station,Recycling,0.056964,1,Residential
2011,4,04/14/2011,South Transfer Station,Organics,30.94,6,Residential
2011,4,04/15/2011,South Transfer Station,Garbage,12.569003,12,Residential
2011,4,04/15/2011,North Transfer Station,Organics,107.96,18,Residential
2011,4,04/16/2011,North Transfer Station,Garbage,1.92901,4,Residential
2011,4,04/18/2011,South Transfer Station,Recycling,330.869634,87,Residential
2011,4,04/21/2011,South Transfer Station,Recycling,0.037629,1,Residential
2011,4,04/21/2011,South Transfer Station,Organics,23.95,5,Residential
2011,4,04/22/2011,North Transfer Station,Garbage,188.900083,57,Residential
2011,4,04/22/2011,South Transfer Station,Garbage,27.384994,18,Residential
2011,4,04/23/2011,North Transfer Station,Garbage,1.880097,4,Residential
2011,4,04/23/2011,South Transfer Station,Recycling,2.983776,2,Residential
2011,4,04/26/2011,South Transfer Station,Garbage,269.56972,62,Residential
2011,5,05/04/2011,South Transfer Station,Garbage,284.7169,70,Residential
2011,5,05/04/2011,North Transfer Station,Organics,166.39,22,Residential
2011,5,05/06/2011,South Transfer Station,Recycling,0.055335,1,Residential
2011,5,05/09/2011,North Transfer Station,Garbage,95.911232,41,Residential
2011,5,05/09/2011,North Transfer Station,Organics,132.83,18,Residential
2011,5,05/10/2011,South Transfer Station,Garbage,15.53107,11,Residential
2011,5,05/10/2011,South Transfer Station,Recycling,0.102752,1,Residential
2011,5,05/11/2011,South Transfer Station,Recycling,311.269156,76,Residential
2011,5,05/11/2011,North Transfer Station,Organics,82.05,13,Residential
2011,5,05/11/2011,South Transfer Station,Organics,204.75817,30,Residential
2011,5,05/12/2011,South Transfer Station,Organics,189.344291,32,Residential
2011,5,05/13/2011,South Transfer Station,Recycling,300.979343,76,Residential
2011,5,05/14/2011,South Transfer Station,Recycling,3.180264,2,Residential
2011,5,05/19/2011,South Transfer Station,Recycling,0.046498,1,Residential
2011,5,05/20/2011,South Transfer Station,Recycling,291.742184,76,Residential
2011,5,05/22/2011,South Transfer Station,Recycling,0.335075,1,Residential
2011,5,05/22/2011,South Transfer Station,Organics,1.84539,4,Residential
2011,5,05/27/2011,South Transfer Station,Garbage,24.700558,11,Residential
2011,5,05/29/2011,South Transfer Station,Garbage,0.877949,2,Residential
2011,5,05/30/2011,South Transfer Station,Garbage,335.387022,97,Residential
2011,5,05/30/2011,South Transfer Station,Recycling,0.090119,1,Residential
2011,5,05/31/2011,North Transfer Station,Garbage,82.70953,31,Residential
2011,6,06/01/2011,South Transfer Station,Organics,167.91,25,Residential
2011,6,06/01/2011,South Transfer Station,Organics,214.79,26,Residential
2011,6,06/02/2011,South Transfer Station,Recycling,305.667101,78,Residential
2011,6,06/03/2011,North Transfer Station,Garbage,81.140441,22,Residential
2011,6,06/06/2011,South Transfer Station,Organics,190.42,26,Residential
2011,6,06/06/2011,South Transfer Station,Organics,298.421736,39,Residential
2011,6,06/07/2011,South Transfer Station,Recycling,0.46035,1,Residential
2011,6,06/07/2011,North Transfer Station,Organics,130.44,18,Residential
2011,6,06/08/2011,South Transfer Station,Recycling,300.992982,73,Residential
2011,6,06/09/2011,South Transfer Station,Garbage,12.215864,9,Residential
2011,6,06/11/2011,South Transfer Station,Garbage,5.547577,7,Residential
2011,6,06/12/2011,South Transfer Station,Recycling,2.47434,1,Residential
2011,6,06/15/2011,North Transfer Station,Garbage,61.677323,23,Residential
2011,6,06/17/2011,South Transfer Station,Organics,247.077,32,Residential
2011,6,06/18/2011,South Transfer Station,Recycling,2.441396,2,Residential
2011,6,06/19/2011,South Transfer Station,Garbage,0.81934,1,Residential
2011,6,06/20/2011,South Transfer Station,Organics,104.71,20,Residential
2011,6,06/22/2011,South Transfer Station,Organics,210.04,27,Residential
2011,6,06/27/2011,South Transfer Station,Garbage,344.770877,89,Residential
2011,6,06/27/2011,North Transfer Station,Organics,108.3,17,Residential
2011,6,06/28/2011,South Transfer Station,Recycling,307.556981,70,Residential
2011,6,06/29/2011,South Transfer Station,Garbage,8.741409,10,Residential
2011,7,07/03/2011,South Transfer Station,Recycling,1.18,1,Residential
2011,7,07/08/2011,South Transfer Station,Organics,178.313078,29,Residential
2011,7,07/09/2011,South Transfer Station,Recycling,1.622891,2,Residential
2011,7,07/10/2011,South Transfer Station,Organics,2.000305,2,Residential
2011,7,07/11/2011,North Transfer Station,Garbage,98.843326,31,Residential
2011,7,07/12/2011,South Transfer Station,Recycling,320.553639,70,Residential
2011,7,07/13/2011,North Transfer Station,Garbage,60.948812,20,Residential
2011,7,07/13/2011,South Transfer Station,Garbage,4.781622,8,Residential
2011,7,07/14/2011,North Transfer Station,Organics,110.09,17,Residential
2011,7,07/15/2011,South Transfer Station,Organics,97.83,18,Residential
2011,7,07/16/2011,South Transfer Station,Garbage,5.699514,6,Residential
